description	geneID
AAA+ ATPase domain	augustus_masked-scaffold_203-processed-gene-0.188
AAA+ ATPase domain	augustus_masked-scaffold_203-processed-gene-0.188
AAA+ ATPase domain	augustus_masked-scaffold_203-processed-gene-0.188
AAA+ ATPase domain	augustus_masked-scaffold_383-processed-gene-0.45
AAA+ ATPase domain	augustus_masked-scaffold_383-processed-gene-0.45
AAA+ ATPase domain	augustus_masked-scaffold_0-processed-gene-3.182
AAA+ ATPase domain	augustus_masked-scaffold_0-processed-gene-3.182
AAA+ ATPase domain	maker-scaffold_86-augustus-gene-0.325
AAA+ ATPase domain	maker-scaffold_14-augustus-gene-1.260
AAA+ ATPase domain	maker-scaffold_0-snap-gene-4.75
AAA+ ATPase domain	maker-scaffold_0-snap-gene-4.75
AAA+ ATPase domain	maker-scaffold_259-snap-gene-0.46
AAA+ ATPase domain	maker-scaffold_259-snap-gene-0.46
AAA+ ATPase domain	maker-scaffold_259-snap-gene-0.46
AAA+ ATPase domain	maker-scaffold_75-snap-gene-0.178
AAA+ ATPase domain	maker-scaffold_75-snap-gene-0.178
AAA+ ATPase domain	maker-scaffold_643-snap-gene-0.4
AAA+ ATPase domain	augustus_masked-scaffold_54-processed-gene-0.24
AAA+ ATPase domain	augustus_masked-scaffold_54-processed-gene-0.24
AAA+ ATPase domain	maker-scaffold_23-augustus-gene-2.20
AAA+ ATPase domain	maker-scaffold_23-augustus-gene-2.20
AAA+ ATPase domain	maker-scaffold_219-augustus-gene-0.172
AAA+ ATPase domain	snap_masked-scaffold_68-processed-gene-0.39
AAA+ ATPase domain	snap_masked-scaffold_51-processed-gene-0.49
AAA+ ATPase domain	snap_masked-scaffold_51-processed-gene-0.49
AAA+ ATPase domain	maker-scaffold_12-augustus-gene-0.6
AAA+ ATPase domain	maker-scaffold_6-snap-gene-1.42
AAA+ ATPase domain	maker-scaffold_307-snap-gene-0.4
AAA+ ATPase domain	maker-scaffold_23-snap-gene-0.116
AAA+ ATPase domain	maker-scaffold_23-snap-gene-0.116
AAA+ ATPase domain	maker-scaffold_23-snap-gene-0.116
AAA+ ATPase domain	maker-scaffold_23-snap-gene-0.116
AAA+ ATPase domain	maker-scaffold_210-augustus-gene-0.1
AAA+ ATPase domain	maker-scaffold_32-snap-gene-0.79
AAA+ ATPase domain	snap_masked-scaffold_280-processed-gene-0.120
AAA+ ATPase domain	snap_masked-scaffold_280-processed-gene-0.120
AAA+ ATPase domain	snap_masked-scaffold_50-processed-gene-1.323
AAA+ ATPase domain	snap_masked-scaffold_254-processed-gene-0.21
AAA+ ATPase domain	maker-scaffold_6-augustus-gene-2.17
AAA+ ATPase domain	augustus_masked-scaffold_138-processed-gene-0.183
AAA+ ATPase domain	augustus_masked-scaffold_138-processed-gene-0.183
AAA+ ATPase domain	maker-scaffold_29-snap-gene-2.28
AAA+ ATPase domain	maker-scaffold_24-snap-gene-2.153
AAA+ ATPase domain	maker-scaffold_197-augustus-gene-0.85
AAA+ ATPase domain	maker-scaffold_68-augustus-gene-0.80
AAA+ ATPase domain	maker-scaffold_203-snap-gene-0.68
AAA+ ATPase domain	augustus_masked-scaffold_40-processed-gene-0.15
AAA+ ATPase domain	augustus_masked-scaffold_40-processed-gene-0.15
AAA+ ATPase domain	augustus_masked-scaffold_196-processed-gene-0.38
AAA+ ATPase domain	augustus_masked-scaffold_58-processed-gene-0.4
AAA+ ATPase domain	augustus_masked-scaffold_58-processed-gene-0.4
AAA+ ATPase domain	maker-scaffold_236-snap-gene-0.10
AAA+ ATPase domain	maker-scaffold_303-augustus-gene-0.35
AAA+ ATPase domain	maker-scaffold_357-snap-gene-0.22
AAA+ ATPase domain	maker-scaffold_357-snap-gene-0.22
AAA+ ATPase domain	augustus_masked-scaffold_8-processed-gene-3.13
AAA+ ATPase domain	maker-scaffold_219-snap-gene-0.126
AAA+ ATPase domain	snap_masked-scaffold_183-processed-gene-0.18
AAA+ ATPase domain	augustus_masked-scaffold_84-processed-gene-0.169
AAA+ ATPase domain	augustus_masked-scaffold_7-processed-gene-3.105
AAA+ ATPase domain	augustus_masked-scaffold_7-processed-gene-3.105
AAA+ ATPase domain	maker-scaffold_67-snap-gene-1.104
AAA+ ATPase domain	maker-scaffold_67-snap-gene-1.104
AAA+ ATPase domain	maker-scaffold_84-snap-gene-0.231
AAA+ ATPase domain	augustus_masked-scaffold_227-processed-gene-0.99
AAA+ ATPase domain	maker-scaffold_409-snap-gene-0.2
AAA+ ATPase domain	maker-scaffold_409-snap-gene-0.2
AAA+ ATPase domain	augustus_masked-scaffold_71-processed-gene-1.40
AAA+ ATPase domain	augustus_masked-scaffold_71-processed-gene-1.40
AAA+ ATPase domain	maker-scaffold_332-snap-gene-0.103
AAA+ ATPase domain	augustus_masked-scaffold_180-processed-gene-0.157
AAA+ ATPase domain	augustus_masked-scaffold_180-processed-gene-0.157
AAA+ ATPase domain	augustus_masked-scaffold_205-processed-gene-0.76
AAA+ ATPase domain	augustus_masked-scaffold_205-processed-gene-0.76
AAA+ ATPase domain	maker-scaffold_12-snap-gene-1.74
AAA+ ATPase domain	snap_masked-scaffold_1-processed-gene-3.40
AAA+ ATPase domain	maker-scaffold_233-snap-gene-0.47
AAA+ ATPase domain	maker-scaffold_192-augustus-gene-0.188
AAA+ ATPase domain	augustus_masked-scaffold_85-processed-gene-0.310
AAA+ ATPase domain	maker-scaffold_62-augustus-gene-1.24
AAA+ ATPase domain	augustus_masked-scaffold_67-processed-gene-1.66
AAA+ ATPase domain	augustus_masked-scaffold_67-processed-gene-1.66
AAA+ ATPase domain	augustus_masked-scaffold_323-processed-gene-0.60
AAA+ ATPase domain	augustus_masked-scaffold_58-processed-gene-0.13
AAA+ ATPase domain	maker-scaffold_218-augustus-gene-0.151
AAA+ ATPase domain	augustus_masked-scaffold_150-processed-gene-0.180
AAA+ ATPase domain	snap_masked-scaffold_183-processed-gene-0.15
AAA+ ATPase domain	snap_masked-scaffold_183-processed-gene-0.15
AAA+ ATPase domain	snap_masked-scaffold_183-processed-gene-0.15
AAA+ ATPase domain	snap_masked-scaffold_183-processed-gene-0.15
AAA+ ATPase domain	snap_masked-scaffold_183-processed-gene-0.15
AAA+ ATPase domain	maker-scaffold_135-snap-gene-0.187
AAA+ ATPase domain	augustus_masked-scaffold_1-processed-gene-4.262
AAA+ ATPase domain	augustus_masked-scaffold_1-processed-gene-4.262
AAA+ ATPase domain	snap_masked-scaffold_45-processed-gene-1.109
AAA+ ATPase domain	snap_masked-scaffold_45-processed-gene-1.109
AAA+ ATPase domain	maker-scaffold_1-snap-gene-3.84
AAA+ ATPase domain	maker-scaffold_88-snap-gene-0.170
AAA+ ATPase domain	maker-scaffold_88-snap-gene-0.170
AAA+ ATPase domain	maker-scaffold_3-snap-gene-2.70
AAA+ ATPase domain	augustus_masked-scaffold_279-processed-gene-0.53
AAA+ ATPase domain	augustus_masked-scaffold_279-processed-gene-0.53
AAA+ ATPase domain	maker-scaffold_357-snap-gene-0.50
AAA+ ATPase domain	maker-scaffold_357-snap-gene-0.50
AAA+ ATPase domain	maker-scaffold_344-augustus-gene-0.1
AAA+ ATPase domain	maker-scaffold_68-augustus-gene-0.79
AAA+ ATPase domain	maker-scaffold_68-augustus-gene-0.79
AAA+ ATPase domain	maker-scaffold_93-snap-gene-0.142
AAA+ ATPase domain	maker-scaffold_93-snap-gene-0.142
AAA+ ATPase domain	maker-scaffold_93-snap-gene-0.142
AAA+ ATPase domain	maker-scaffold_93-snap-gene-0.142
AAA+ ATPase domain	maker-scaffold_93-snap-gene-0.142
AAA+ ATPase domain	maker-scaffold_93-snap-gene-0.142
AARP2CN	augustus_masked-scaffold_33-processed-gene-1.223
AARP2CN	augustus_masked-scaffold_33-processed-gene-1.223
AARP2CN	augustus_masked-scaffold_0-processed-gene-4.5
AARP2CN	augustus_masked-scaffold_0-processed-gene-4.5
AATF leucine zipper-containing domain	augustus_masked-scaffold_158-processed-gene-0.360
ABC transporter type 1, transmembrane domain	maker-scaffold_539-augustus-gene-0.16
ABC transporter type 1, transmembrane domain	maker-scaffold_539-augustus-gene-0.16
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_3-processed-gene-3.170
ABC transporter type 1, transmembrane domain	maker-scaffold_165-snap-gene-0.24
ABC transporter type 1, transmembrane domain	maker-scaffold_165-snap-gene-0.24
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_182-processed-gene-0.114
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_93-processed-gene-0.61
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_58-processed-gene-1.91
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_58-processed-gene-1.91
ABC transporter type 1, transmembrane domain	maker-scaffold_569-snap-gene-0.0
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_93-processed-gene-0.60
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_93-processed-gene-0.60
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_161-processed-gene-0.40
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_19-processed-gene-2.263
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_19-processed-gene-2.263
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_271-processed-gene-0.27
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_271-processed-gene-0.27
ABC transporter type 1, transmembrane domain	maker-scaffold_188-snap-gene-0.65
ABC transporter type 1, transmembrane domain	maker-scaffold_188-snap-gene-0.65
ABC transporter type 1, transmembrane domain	maker-scaffold_15-snap-gene-2.222
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_29-processed-gene-2.175
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_29-processed-gene-2.175
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_46-processed-gene-1.1
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_46-processed-gene-1.1
ABC transporter type 1, transmembrane domain	maker-scaffold_12-augustus-gene-1.135
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_357-processed-gene-0.19
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_357-processed-gene-0.19
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_95-processed-gene-0.455
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_95-processed-gene-0.455
ABC transporter type 1, transmembrane domain	maker-scaffold_412-augustus-gene-0.1
ABC transporter type 1, transmembrane domain	maker-scaffold_412-augustus-gene-0.1
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_115-processed-gene-0.68
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_115-processed-gene-0.68
ABC transporter type 1, transmembrane domain	maker-scaffold_412-augustus-gene-0.2
ABC transporter type 1, transmembrane domain	maker-scaffold_412-augustus-gene-0.2
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_203-processed-gene-0.188
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_203-processed-gene-0.188
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_383-processed-gene-0.45
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_383-processed-gene-0.45
ABC transporter type 1, transmembrane domain	maker-scaffold_75-snap-gene-0.178
ABC transporter type 1, transmembrane domain	maker-scaffold_75-snap-gene-0.178
ABC transporter type 1, transmembrane domain	maker-scaffold_307-snap-gene-0.4
ABC transporter type 1, transmembrane domain	maker-scaffold_23-snap-gene-0.116
ABC transporter type 1, transmembrane domain	maker-scaffold_23-snap-gene-0.116
ABC transporter type 1, transmembrane domain	maker-scaffold_23-snap-gene-0.116
ABC transporter type 1, transmembrane domain	maker-scaffold_210-augustus-gene-0.1
ABC transporter type 1, transmembrane domain	maker-scaffold_6-augustus-gene-2.17
ABC transporter type 1, transmembrane domain	maker-scaffold_203-snap-gene-0.68
ABC transporter type 1, transmembrane domain	maker-scaffold_203-snap-gene-0.68
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_40-processed-gene-0.15
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_40-processed-gene-0.15
ABC transporter type 1, transmembrane domain	maker-scaffold_357-snap-gene-0.22
ABC transporter type 1, transmembrane domain	maker-scaffold_357-snap-gene-0.22
ABC transporter type 1, transmembrane domain	maker-scaffold_67-snap-gene-1.104
ABC transporter type 1, transmembrane domain	maker-scaffold_67-snap-gene-1.104
ABC transporter type 1, transmembrane domain	maker-scaffold_84-snap-gene-0.231
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_71-processed-gene-1.40
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_71-processed-gene-1.40
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_205-processed-gene-0.76
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_205-processed-gene-0.76
ABC transporter type 1, transmembrane domain	maker-scaffold_12-snap-gene-1.74
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_67-processed-gene-1.66
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_67-processed-gene-1.66
ABC transporter type 1, transmembrane domain	maker-scaffold_218-augustus-gene-0.151
ABC transporter type 1, transmembrane domain	augustus_masked-scaffold_150-processed-gene-0.180
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_45-processed-gene-1.109
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_45-processed-gene-1.109
ABC transporter type 1, transmembrane domain	maker-scaffold_93-snap-gene-0.142
ABC transporter type 1, transmembrane domain	maker-scaffold_93-snap-gene-0.142
ABC transporter type 1, transmembrane domain	maker-scaffold_93-snap-gene-0.142
ABC transporter type 1, transmembrane domain	maker-scaffold_93-snap-gene-0.142
ABC transporter type 1, transmembrane domain	maker-scaffold_93-snap-gene-0.142
ABC transporter type 1, transmembrane domain	maker-scaffold_93-snap-gene-0.142
ABC transporter type 1, transmembrane domain	maker-scaffold_93-snap-gene-0.142
ABC transporter type 1, transmembrane domain	maker-scaffold_93-snap-gene-0.142
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_161-processed-gene-0.41
ABC transporter type 1, transmembrane domain	snap_masked-scaffold_161-processed-gene-0.41
ABC transporter-like	snap_masked-scaffold_76-processed-gene-1.21
ABC transporter-like	snap_masked-scaffold_76-processed-gene-1.21
ABC transporter-like	maker-scaffold_6-snap-gene-1.43
ABC transporter-like	maker-scaffold_6-snap-gene-1.43
ABC transporter-like	maker-scaffold_539-augustus-gene-0.16
ABC transporter-like	maker-scaffold_539-augustus-gene-0.16
ABC transporter-like	snap_masked-scaffold_317-processed-gene-0.32
ABC transporter-like	snap_masked-scaffold_317-processed-gene-0.32
ABC transporter-like	maker-scaffold_196-snap-gene-0.10
ABC transporter-like	maker-scaffold_196-snap-gene-0.10
ABC transporter-like	augustus_masked-scaffold_3-processed-gene-3.170
ABC transporter-like	augustus_masked-scaffold_3-processed-gene-3.170
ABC transporter-like	snap_masked-scaffold_76-processed-gene-1.9
ABC transporter-like	snap_masked-scaffold_76-processed-gene-1.9
ABC transporter-like	augustus_masked-scaffold_259-processed-gene-0.30
ABC transporter-like	maker-scaffold_19-snap-gene-1.129
ABC transporter-like	maker-scaffold_19-snap-gene-1.129
ABC transporter-like	maker-scaffold_301-snap-gene-0.7
ABC transporter-like	maker-scaffold_43-snap-gene-0.272
ABC transporter-like	maker-scaffold_43-snap-gene-0.272
ABC transporter-like	snap_masked-scaffold_57-processed-gene-0.57
ABC transporter-like	snap_masked-scaffold_57-processed-gene-0.57
ABC transporter-like	maker-scaffold_397-snap-gene-0.35
ABC transporter-like	maker-scaffold_165-snap-gene-0.24
ABC transporter-like	maker-scaffold_165-snap-gene-0.24
ABC transporter-like	augustus_masked-scaffold_6-processed-gene-1.50
ABC transporter-like	augustus_masked-scaffold_6-processed-gene-1.50
ABC transporter-like	maker-scaffold_218-snap-gene-0.83
ABC transporter-like	maker-scaffold_218-snap-gene-0.83
ABC transporter-like	maker-scaffold_218-snap-gene-0.83
ABC transporter-like	maker-scaffold_218-snap-gene-0.83
ABC transporter-like	snap_masked-scaffold_18-processed-gene-2.200
ABC transporter-like	snap_masked-scaffold_18-processed-gene-2.200
ABC transporter-like	maker-scaffold_244-snap-gene-0.17
ABC transporter-like	maker-scaffold_244-snap-gene-0.17
ABC transporter-like	snap_masked-scaffold_182-processed-gene-0.114
ABC transporter-like	maker-scaffold_48-snap-gene-1.209
ABC transporter-like	maker-scaffold_48-snap-gene-1.209
ABC transporter-like	maker-scaffold_48-snap-gene-1.209
ABC transporter-like	maker-scaffold_48-snap-gene-1.209
ABC transporter-like	augustus_masked-scaffold_8-processed-gene-3.14
ABC transporter-like	snap_masked-scaffold_58-processed-gene-1.91
ABC transporter-like	snap_masked-scaffold_58-processed-gene-1.91
ABC transporter-like	maker-scaffold_569-snap-gene-0.0
ABC transporter-like	maker-scaffold_569-snap-gene-0.0
ABC transporter-like	maker-scaffold_1-snap-gene-4.192
ABC transporter-like	maker-scaffold_1-snap-gene-4.192
ABC transporter-like	snap_masked-scaffold_93-processed-gene-0.60
ABC transporter-like	snap_masked-scaffold_93-processed-gene-0.60
ABC transporter-like	snap_masked-scaffold_221-processed-gene-0.68
ABC transporter-like	augustus_masked-scaffold_17-processed-gene-2.183
ABC transporter-like	augustus_masked-scaffold_17-processed-gene-2.183
ABC transporter-like	snap_masked-scaffold_161-processed-gene-0.40
ABC transporter-like	augustus_masked-scaffold_19-processed-gene-2.263
ABC transporter-like	augustus_masked-scaffold_19-processed-gene-2.263
ABC transporter-like	snap_masked-scaffold_126-processed-gene-0.79
ABC transporter-like	snap_masked-scaffold_126-processed-gene-0.79
ABC transporter-like	augustus_masked-scaffold_271-processed-gene-0.27
ABC transporter-like	augustus_masked-scaffold_271-processed-gene-0.27
ABC transporter-like	maker-scaffold_84-snap-gene-0.195
ABC transporter-like	maker-scaffold_84-snap-gene-0.195
ABC transporter-like	maker-scaffold_84-snap-gene-0.195
ABC transporter-like	snap_masked-scaffold_54-processed-gene-0.36
ABC transporter-like	maker-scaffold_188-snap-gene-0.65
ABC transporter-like	maker-scaffold_188-snap-gene-0.65
ABC transporter-like	maker-scaffold_218-augustus-gene-0.153
ABC transporter-like	maker-scaffold_218-augustus-gene-0.153
ABC transporter-like	maker-scaffold_15-snap-gene-2.222
ABC transporter-like	snap_masked-scaffold_270-processed-gene-0.100
ABC transporter-like	snap_masked-scaffold_270-processed-gene-0.100
ABC transporter-like	maker-scaffold_119-augustus-gene-0.335
ABC transporter-like	maker-scaffold_119-augustus-gene-0.335
ABC transporter-like	augustus_masked-scaffold_29-processed-gene-2.175
ABC transporter-like	augustus_masked-scaffold_29-processed-gene-2.175
ABC transporter-like	maker-scaffold_47-snap-gene-0.80
ABC transporter-like	maker-scaffold_47-snap-gene-0.80
ABC transporter-like	augustus_masked-scaffold_46-processed-gene-1.1
ABC transporter-like	augustus_masked-scaffold_46-processed-gene-1.1
ABC transporter-like	maker-scaffold_120-snap-gene-0.87
ABC transporter-like	maker-scaffold_120-snap-gene-0.87
ABC transporter-like	maker-scaffold_219-snap-gene-0.151
ABC transporter-like	augustus_masked-scaffold_230-processed-gene-0.30
ABC transporter-like	augustus_masked-scaffold_230-processed-gene-0.30
ABC transporter-like	maker-scaffold_58-snap-gene-1.121
ABC transporter-like	maker-scaffold_58-snap-gene-1.121
ABC transporter-like	maker-scaffold_58-snap-gene-1.121
ABC transporter-like	maker-scaffold_58-snap-gene-1.121
ABC transporter-like	maker-scaffold_48-snap-gene-1.119
